stock_id,store_id,product_id,quantity_on_hand,last_counted_date
582,3,297,2,2026-06-28
583,3,388,203,2026-06-27
584,3,23,126,2026-06-19
585,3,326,201,2026-06-29
586,3,285,152,2026-06-29
587,3,143,64,2026-06-25
588,3,188,383,2026-06-23
589,3,153,474,2026-06-30
590,3,5,486,2026-06-22
591,3,202,237,2026-06-21
592,3,262,410,2026-06-27
593,3,276,425,2026-06-30
594,3,57,181,2026-06-27
595,3,121,125,2026-06-26
596,3,321,253,2026-06-29
597,3,384,428,2026-06-18
598,3,129,320,2026-06-29
599,3,66,277,2026-06-24
600,3,336,220,2026-06-18
601,3,281,320,2026-06-25
602,3,395,488,2026-06-16
603,3,371,305,2026-06-30
604,3,391,319,2026-06-28
605,3,354,304,2026-06-29
606,3,363,323,2026-06-23
607,3,74,110,2026-06-22
608,3,162,237,2026-06-28
609,3,161,142,2026-06-19
610,3,16,462,2026-06-30
611,3,323,72,2026-06-22
612,3,210,354,2026-06-17
613,3,60,472,2026-06-26
614,3,278,173,2026-06-16
615,3,327,350,2026-06-30
616,3,283,28,2026-06-30
617,3,164,405,2026-06-29
618,3,356,362,2026-06-27
619,3,233,498,2026-06-18
620,3,4,2,2026-06-16
621,3,364,446,2026-06-23
622,3,251,82,2026-06-28
623,3,306,154,2026-06-20
624,3,88,284,2026-06-17
625,3,194,358,2026-06-29
626,3,176,470,2026-06-23
627,3,134,65,2026-06-22
628,3,128,342,2026-06-27
629,3,58,273,2026-06-23
630,3,255,322,2026-06-30
631,3,154,496,2026-06-27
632,3,79,401,2026-06-23
633,3,229,453,2026-06-24
634,3,249,301,2026-06-25
635,3,108,138,2026-06-23
636,3,310,396,2026-06-26
637,3,369,79,2026-06-23
638,3,77,105,2026-06-16
639,3,132,472,2026-06-22
640,3,200,35,2026-06-21
641,3,362,227,2026-06-18
642,3,104,62,2026-06-22
643,3,73,15,2026-06-17
644,3,103,419,2026-06-18
645,3,112,257,2026-06-21
646,3,298,183,2026-06-22
647,3,91,359,2026-06-18
648,3,179,111,2026-06-22
649,3,42,393,2026-06-22
650,3,149,54,2026-06-19
651,3,201,180,2026-06-23
652,3,192,450,2026-06-25
653,3,332,290,2026-06-28
654,3,293,117,2026-06-25
655,3,191,136,2026-06-17
656,3,47,257,2026-06-30
657,3,279,91,2026-06-29
658,3,158,397,2026-06-24
659,3,265,299,2026-06-17
660,3,386,283,2026-06-17
661,3,318,338,2026-06-25
662,3,34,390,2026-06-27
663,3,314,155,2026-06-19
664,3,341,164,2026-06-30
665,3,272,455,2026-06-19
666,3,267,178,2026-06-18
667,3,185,78,2026-06-22
668,3,376,433,2026-06-21
669,3,399,85,2026-06-25
670,3,26,383,2026-06-21
671,3,120,105,2026-06-29
672,3,286,339,2026-06-27
673,3,291,449,2026-06-23
674,3,90,151,2026-06-29
675,3,136,443,2026-06-19
676,3,340,174,2026-06-18
677,3,393,263,2026-06-24
678,3,137,49,2026-06-16
679,3,320,433,2026-06-24
680,3,51,433,2026-06-23
681,3,150,123,2026-06-23
682,3,38,382,2026-06-20
683,3,247,251,2026-06-24
684,3,365,108,2026-06-17
685,3,98,380,2026-06-17
686,3,10,238,2026-06-22
687,3,83,431,2026-06-30
688,3,6,3,2026-06-16
689,3,48,238,2026-06-16
690,3,82,59,2026-06-23
691,3,106,286,2026-06-23
692,3,61,417,2026-06-27
693,3,377,270,2026-06-20
694,3,59,62,2026-06-19
695,3,226,100,2026-06-20
696,3,212,432,2026-06-16
697,3,270,224,2026-06-28
698,3,243,261,2026-06-16
699,3,302,477,2026-06-17
700,3,213,281,2026-06-21
701,3,114,352,2026-06-29
702,3,63,137,2026-06-30
703,3,180,104,2026-06-22
704,3,67,448,2026-06-23
705,3,348,54,2026-06-17
706,3,230,113,2026-06-18
707,3,372,145,2026-06-20
708,3,264,142,2026-06-18
709,3,301,410,2026-06-26
710,3,328,399,2026-06-18
711,3,142,307,2026-06-18
712,3,228,251,2026-06-18
713,3,309,104,2026-06-20
714,3,299,234,2026-06-18
715,3,193,365,2026-06-22
716,3,89,121,2026-06-17
717,3,118,289,2026-06-17
718,3,223,202,2026-06-19
719,3,209,364,2026-06-17
720,3,62,67,2026-06-21
721,3,76,96,2026-06-25
722,3,205,107,2026-06-24
723,3,45,426,2026-06-21
724,3,330,486,2026-06-22
725,3,28,318,2026-06-27
726,3,186,324,2026-06-20
727,3,145,160,2026-06-25
728,3,11,124,2026-06-24
729,3,165,173,2026-06-25
730,3,96,392,2026-06-24
731,3,214,86,2026-06-19
732,3,237,295,2026-06-30
733,3,355,328,2026-06-18
734,3,331,171,2026-06-28
735,3,300,124,2026-06-28
736,3,125,299,2026-06-29
737,3,335,265,2026-06-16
738,3,282,146,2026-06-22
739,3,110,111,2026-06-27
740,3,64,454,2026-06-19
741,3,347,420,2026-06-19
742,3,268,64,2026-06-23
743,3,30,464,2026-06-27
744,3,241,13,2026-06-16
745,3,167,121,2026-06-24
746,3,346,332,2026-06-27
747,3,254,121,2026-06-18
748,3,206,337,2026-06-16
749,3,163,59,2026-06-17
750,3,379,455,2026-06-19
751,3,242,277,2026-06-25
752,3,221,226,2026-06-20
753,3,304,230,2026-06-19
754,3,54,380,2026-06-18
755,3,325,93,2026-06-18
756,3,353,107,2026-06-26
757,3,127,173,2026-06-25
758,3,211,33,2026-06-19
759,3,358,320,2026-06-17
760,3,273,219,2026-06-25
761,3,171,386,2026-06-18
762,3,49,68,2026-06-28
763,3,177,48,2026-06-25
764,3,159,459,2026-06-23
765,3,7,96,2026-06-29
766,3,343,257,2026-06-30
767,3,189,438,2026-06-25
768,3,21,251,2026-06-19
769,3,70,16,2026-06-24
770,3,50,240,2026-06-27
771,3,100,47,2026-06-30
772,3,22,304,2026-06-20
773,3,52,429,2026-06-20
774,3,366,194,2026-06-24
775,3,160,316,2026-06-26
776,3,294,208,2026-06-18
777,3,261,33,2026-06-28
778,3,119,78,2026-06-29
779,3,131,341,2026-06-20
780,3,8,38,2026-06-19
781,3,178,389,2026-06-29
782,3,78,237,2026-06-28
783,3,232,479,2026-06-22
784,3,312,65,2026-06-19
785,3,130,322,2026-06-25
786,3,102,433,2026-06-26
787,3,250,334,2026-06-20
788,3,288,397,2026-06-21
789,3,368,470,2026-06-28
790,3,53,328,2026-06-20
791,3,342,392,2026-06-19
792,3,227,197,2026-06-24
793,3,116,484,2026-06-17
794,3,187,424,2026-06-26
795,3,390,235,2026-06-28
796,3,12,191,2026-06-20
797,3,217,31,2026-06-23
798,3,381,318,2026-06-23
799,3,225,475,2026-06-18
800,3,126,273,2026-06-25
801,3,334,296,2026-06-23
802,3,44,469,2026-06-20
803,3,1,470,2026-06-19
804,3,107,65,2026-06-27
805,3,290,146,2026-06-28
806,3,155,190,2026-06-27
807,3,86,418,2026-06-19
808,3,39,443,2026-06-20
809,3,375,323,2026-06-28
810,3,295,289,2026-06-28
811,3,138,445,2026-06-16
812,3,259,36,2026-06-23
813,3,190,389,2026-06-22
814,3,236,381,2026-06-23
815,4,120,7,2026-06-30
816,4,142,181,2026-06-30
817,4,378,291,2026-06-25
818,4,260,326,2026-06-16
819,4,134,442,2026-06-24
820,4,373,234,2026-06-16
821,4,64,160,2026-06-16
822,4,290,64,2026-06-18
823,4,372,114,2026-06-18
824,4,101,9,2026-06-19
825,4,400,444,2026-06-29
826,4,220,204,2026-06-22
827,4,399,486,2026-06-29
828,4,246,151,2026-06-23
829,4,228,275,2026-06-23
830,4,234,212,2026-06-29
831,4,261,139,2026-06-17
832,4,398,59,2026-06-18
833,4,202,346,2026-06-17
834,4,244,62,2026-06-29
835,4,283,456,2026-06-28
836,4,58,428,2026-06-16
837,4,239,429,2026-06-29
838,4,17,275,2026-06-16
839,4,62,55,2026-06-20
840,4,47,29,2026-06-24
841,4,215,136,2026-06-23
842,4,289,241,2026-06-25
843,4,295,423,2026-06-18
844,4,173,324,2026-06-30
845,4,321,195,2026-06-18
846,4,380,84,2026-06-20
847,4,204,276,2026-06-23
848,4,15,181,2026-06-17
849,4,237,357,2026-06-28
850,4,313,13,2026-06-23
851,4,185,94,2026-06-16
852,4,141,472,2026-06-29
853,4,351,33,2026-06-28
854,4,288,472,2026-06-23
855,4,23,23,2026-06-21
856,4,267,310,2026-06-22
857,4,48,325,2026-06-29
858,4,86,92,2026-06-19
859,4,352,105,2026-06-19
860,4,166,383,2026-06-18
861,4,302,452,2026-06-16
862,4,356,426,2026-06-22
863,4,100,387,2026-06-28
864,4,341,217,2026-06-19
865,4,381,41,2026-06-30
866,4,181,312,2026-06-21
867,4,359,309,2026-06-26
868,4,394,465,2026-06-20
869,4,39,240,2026-06-16
870,4,68,139,2026-06-17
871,4,133,441,2026-06-18
872,4,301,379,2026-06-22
873,4,61,435,2026-06-17
874,4,238,182,2026-06-22
875,4,168,125,2026-06-17
876,4,196,408,2026-06-24
877,4,328,479,2026-06-23
878,4,279,1,2026-06-22
879,4,46,153,2026-06-26
880,4,96,120,2026-06-17
881,4,242,457,2026-06-23
882,4,113,82,2026-06-20
883,4,35,349,2026-06-23
884,4,189,347,2026-06-27
885,4,11,114,2026-06-19
886,4,262,86,2026-06-29
887,4,54,85,2026-06-18
888,4,81,494,2026-06-18
889,4,41,395,2026-06-23
890,4,1,336,2026-06-22
891,4,375,122,2026-06-29
892,4,99,106,2026-06-25
893,4,243,334,2026-06-30
894,4,103,479,2026-06-18
895,4,314,76,2026-06-25
896,4,18,149,2026-06-28
897,4,252,364,2026-06-16
898,4,233,118,2026-06-29
899,4,319,492,2026-06-25
900,4,287,15,2026-06-24
901,4,376,6,2026-06-19
902,4,205,234,2026-06-20
903,4,190,318,2026-06-19
904,4,250,244,2026-06-29
905,4,254,480,2026-06-23
906,4,126,398,2026-06-16
907,4,225,101,2026-06-23
908,4,178,216,2026-06-26
909,4,124,107,2026-06-16
910,4,365,346,2026-06-24
911,4,27,305,2026-06-16
912,4,269,141,2026-06-17
913,4,180,248,2026-06-20
914,4,30,117,2026-06-23
915,4,271,413,2026-06-30
916,4,112,167,2026-06-24
917,4,335,313,2026-06-19
918,4,273,267,2026-06-30
919,4,143,242,2026-06-16
920,4,382,422,2026-06-20
921,4,306,382,2026-06-26
922,4,385,400,2026-06-22
923,4,3,403,2026-06-25
924,4,258,465,2026-06-21
925,4,270,461,2026-06-18
926,4,257,312,2026-06-18
927,4,265,319,2026-06-20
928,4,56,303,2026-06-24
929,4,248,58,2026-06-28
