run_id,harvest_id,facility_location_id,run_date,output_volume_kg
190,176,7178,2025-10-21,5606.18
191,177,7177,2025-02-22,1544.14
192,180,7176,2025-02-15,4622.22
193,181,7178,2024-02-21,3766.08
194,181,7179,2024-04-16,5884.62
195,182,7177,2024-07-22,7382.8
196,183,7176,2024-08-21,3309.95
197,184,7178,2025-07-08,6165.16
198,185,7179,2024-05-05,4303.47
199,186,7178,2024-07-01,1976.12
200,187,7176,2026-05-18,6463.54
201,188,7177,2024-08-22,6391.34
202,189,7176,2025-08-26,2133.53
203,189,7176,2024-01-03,1182.01
204,191,7179,2026-03-01,4415.01
205,192,7178,2024-07-06,5244.27
206,193,7176,2026-06-22,7204.21
207,194,7176,2025-10-24,255.0
208,196,7179,2026-06-08,2866.77
209,197,7176,2026-02-20,6294.16
210,198,7176,2025-12-06,6197.43
211,199,7177,2026-02-02,4916.33
212,201,7177,2025-02-01,2598.26
213,201,7177,2026-03-06,6284.9
214,202,7178,2025-08-05,847.85
215,202,7178,2025-01-27,1963.23
216,203,7179,2026-01-22,6074.99
217,204,7176,2025-07-24,557.64
218,205,7178,2024-04-04,1851.71
219,207,7177,2026-01-23,4784.15
220,208,7177,2026-05-18,4555.51
221,209,7176,2024-11-30,6095.19
222,210,7176,2024-05-05,2235.15
223,211,7177,2025-03-06,4543.98
224,211,7178,2024-11-05,2268.58
225,212,7178,2026-02-19,6509.36
226,213,7177,2026-02-11,1035.15
227,214,7178,2026-06-26,2098.32
228,215,7179,2025-10-14,4859.46
229,216,7178,2024-10-15,2756.17
230,217,7178,2025-07-07,6486.23
231,218,7176,2025-12-03,6249.2
232,219,7178,2025-05-20,5090.43
233,220,7178,2024-09-03,1524.15
234,221,7178,2025-10-24,5853.28
235,223,7176,2024-02-15,1329.41
236,223,7177,2025-05-07,7443.63
237,224,7177,2025-10-06,2958.67
238,226,7177,2025-08-08,985.19
239,227,7176,2026-01-24,6923.13
240,228,7179,2025-03-11,7396.52
241,229,7178,2024-03-14,6537.54
242,230,7177,2026-01-23,3725.01
243,231,7178,2024-10-07,6308.04
244,232,7177,2024-02-08,375.18
245,233,7177,2025-02-08,7361.45
246,234,7179,2024-01-01,7163.32
247,235,7177,2024-08-17,1538.35
248,236,7177,2025-05-31,2708.93
249,238,7178,2026-02-15,1320.39
250,239,7179,2024-04-04,932.31
251,240,7177,2026-02-06,4467.52
252,241,7176,2024-05-19,4661.12
253,242,7179,2024-10-17,972.11
254,243,7179,2025-10-28,835.96
255,244,7177,2026-01-02,1557.09
256,245,7176,2025-09-23,2415.86
257,246,7177,2025-03-04,7042.54
258,249,7177,2026-04-15,6961.47
259,250,7178,2024-03-01,5823.26
260,251,7178,2024-10-15,4736.3
261,252,7178,2025-07-23,1044.99
262,253,7178,2026-06-19,6656.28
263,253,7178,2025-12-31,4797.66
264,254,7176,2024-05-11,7215.02
265,255,7179,2024-07-23,3456.76
266,256,7177,2025-03-28,748.95
267,256,7178,2025-02-28,6309.62
268,258,7177,2026-01-10,1282.0
269,259,7179,2025-05-20,1228.62
270,260,7177,2025-06-16,846.46
271,260,7176,2024-11-09,2213.83
272,261,7176,2025-11-30,1514.01
273,262,7177,2026-02-28,417.71
274,264,7179,2025-03-23,3751.86
275,265,7177,2026-02-07,6952.06
276,266,7179,2025-07-02,3941.79
277,267,7177,2025-09-24,482.89
278,268,7178,2024-07-31,5311.88
279,268,7177,2025-05-27,1502.33
280,269,7178,2025-12-31,3933.79
281,270,7178,2024-03-27,3603.02
282,271,7177,2025-11-09,5296.24
283,272,7176,2025-09-22,1007.55
284,273,7178,2025-05-10,222.88
285,274,7179,2025-02-07,1246.78
286,274,7178,2025-10-16,1006.34
287,275,7178,2024-07-12,7074.93
288,276,7177,2025-05-19,3272.51
289,278,7179,2026-01-24,2630.02
290,279,7177,2024-04-17,3331.45
291,281,7179,2025-06-20,5400.5
292,281,7178,2025-08-29,2624.02
293,283,7176,2025-09-29,680.21
294,284,7176,2025-12-07,638.49
295,284,7179,2025-01-25,1753.31
296,285,7177,2026-02-25,3438.14
297,285,7179,2025-03-04,5467.14
298,286,7176,2024-09-03,7428.13
299,286,7178,2025-01-14,4495.11
300,287,7178,2026-02-26,6282.1
301,288,7179,2024-09-09,178.44
302,289,7178,2026-02-23,2692.02
303,290,7176,2025-08-15,6168.33
304,290,7178,2024-11-04,6543.5
305,291,7178,2025-05-09,1325.0
306,293,7177,2026-04-28,325.82
307,294,7179,2025-01-15,1177.28
308,295,7177,2026-06-14,3343.58
309,296,7178,2024-03-17,5933.96
310,296,7179,2025-02-20,4246.54
311,297,7177,2025-04-07,2431.77
312,298,7177,2025-03-31,5624.95
313,299,7178,2025-01-09,3703.28
314,300,7179,2025-06-12,584.51
315,301,7176,2024-12-07,7239.75
316,301,7179,2024-05-27,7182.97
317,302,7178,2025-01-14,3248.79
318,303,7178,2024-09-08,4120.07
319,303,7177,2024-11-11,5421.74
320,304,7179,2024-09-29,193.2
321,305,7179,2025-09-06,1158.3
322,306,7177,2025-07-09,836.09
323,307,7179,2025-04-17,2649.66
324,308,7178,2026-03-17,5655.16
325,309,7176,2024-08-19,3701.22
326,310,7178,2026-04-16,4315.81
327,310,7179,2025-12-26,1408.0
328,311,7179,2024-04-13,608.81
329,312,7176,2025-12-16,1687.4
330,315,7176,2024-08-25,2422.55
331,316,7179,2025-04-12,2435.93
332,317,7176,2024-04-22,2174.72
333,318,7177,2024-11-17,2632.89
334,319,7179,2026-06-23,5933.78
335,320,7179,2024-07-16,4048.1
336,321,7179,2024-08-27,6064.54
337,322,7179,2024-08-18,4843.29
338,323,7178,2025-10-18,4739.93
339,324,7177,2025-04-29,4839.79
340,325,7177,2025-04-11,3735.53
341,326,7179,2025-01-15,2686.51
342,327,7178,2024-08-31,3383.96
343,328,7178,2024-10-10,6523.85
344,329,7177,2026-06-16,6495.18
345,330,7179,2026-06-04,3128.92
346,330,7178,2026-05-01,1017.85
347,331,7176,2026-04-07,1950.29
348,331,7176,2024-06-17,3925.05
349,332,7178,2024-04-14,2053.07
350,333,7179,2024-01-09,4226.29
351,334,7178,2025-01-17,3085.07
352,335,7176,2025-04-15,1383.57
353,336,7178,2024-02-14,222.18
354,337,7178,2024-03-03,2970.69
355,338,7177,2024-02-11,2642.15
356,339,7179,2024-05-10,1932.05
357,339,7178,2025-09-16,428.82
358,341,7176,2024-12-18,1014.94
359,342,7178,2025-03-26,4164.49
360,343,7178,2024-12-12,2541.54
361,344,7179,2025-09-08,1713.74
362,345,7178,2025-10-01,3607.32
363,346,7178,2026-04-02,4398.29
364,346,7176,2025-03-16,5991.71
365,347,7179,2026-03-20,565.41
366,349,7177,2024-06-20,4664.42
367,350,7176,2025-09-27,2977.48
368,351,7179,2026-05-07,5631.44
369,351,7176,2025-02-14,5865.8
370,352,7177,2025-12-24,6712.84
371,353,7177,2025-02-19,2621.24
372,354,7177,2025-01-17,2090.56
373,355,7179,2024-08-10,4911.9
374,356,7178,2024-06-05,1517.63
375,357,7177,2025-03-23,3027.32
376,358,7179,2025-10-01,6070.52
377,358,7177,2026-06-18,989.63
378,359,7178,2025-01-05,6856.24
379,360,7176,2024-03-30,6348.89
380,360,7178,2026-06-02,2215.5
381,361,7176,2025-06-16,2580.69
382,362,7177,2024-05-14,5037.67
383,363,7179,2024-01-22,3310.33
384,364,7178,2025-02-06,6710.84
385,366,7176,2025-11-13,4631.39
386,367,7176,2024-02-27,1993.12
387,368,7177,2025-04-25,7233.16
388,369,7178,2026-02-12,6653.85
389,370,7177,2025-03-17,2012.67
390,371,7176,2026-01-31,1044.62
391,372,7177,2024-02-20,3753.74
392,372,7178,2025-07-29,3526.08
393,373,7179,2025-12-06,3188.82
394,374,7176,2026-06-15,4797.2
395,375,7177,2025-04-26,6819.42
396,376,7177,2025-09-06,1281.82
397,377,7176,2025-08-22,4112.66
398,378,7177,2025-01-01,4768.95
399,379,7179,2025-04-24,3985.64
400,380,7178,2024-06-22,6926.18
401,380,7179,2025-08-20,1053.94
402,381,7178,2024-09-01,1564.29
403,382,7177,2026-03-19,6437.7
404,383,7177,2025-11-30,274.69
405,383,7178,2025-05-06,7098.46
406,384,7179,2024-08-27,1221.13
407,385,7176,2024-08-04,4403.32
408,387,7177,2025-04-13,4342.85
409,388,7178,2025-10-26,5606.39
410,389,7178,2024-11-08,1509.62
411,389,7178,2026-04-21,2082.15
412,390,7178,2025-07-31,1964.87
413,391,7176,2026-02-26,4344.03
414,392,7176,2024-03-16,4900.89
415,393,7177,2026-04-20,192.07
416,396,7176,2024-02-13,6768.62
417,396,7176,2026-06-17,450.37
418,397,7179,2024-08-08,4474.47
419,398,7176,2024-08-10,1847.39
420,399,7176,2024-04-02,6913.48
421,400,7178,2024-08-14,5825.38
422,401,7179,2024-04-29,4160.32
423,402,7177,2024-09-24,1057.91
424,402,7177,2025-12-15,2531.82
425,403,7179,2025-06-27,5692.15
426,404,7176,2025-01-31,4789.02
427,405,7178,2026-05-29,5977.97
428,406,7179,2026-05-31,5813.0
429,407,7176,2026-03-13,6600.53
430,408,7176,2024-01-20,3428.2
431,409,7178,2026-01-09,5522.15
432,410,7179,2026-04-04,3011.25
433,411,7178,2025-07-02,2623.92
434,413,7176,2025-01-31,7035.03
435,414,7178,2026-03-14,1677.8
436,415,7178,2026-02-19,2924.21
437,416,7178,2024-07-11,7383.21
438,416,7176,2025-03-08,4740.7
439,417,7177,2024-06-12,2105.03
440,417,7178,2025-10-01,641.01
441,418,7177,2025-05-16,1573.08
442,418,7178,2025-09-24,6776.47
443,419,7176,2024-08-30,4734.21
444,420,7178,2024-10-19,5627.0
445,421,7179,2026-06-06,2298.77
446,422,7179,2026-03-23,3547.14
447,423,7176,2024-09-28,5457.19
448,424,7178,2025-12-14,3826.02
449,425,7179,2024-06-21,938.07
450,426,7178,2026-06-29,866.64
451,427,7178,2025-01-19,5871.79
452,428,7177,2025-02-24,1418.55
453,429,7176,2024-06-29,6593.87
454,430,7178,2025-10-04,4369.32
455,430,7179,2026-05-29,1931.96
456,431,7178,2026-02-14,3779.73
457,432,7176,2025-03-26,4117.79
458,433,7176,2026-01-22,587.87
459,434,7177,2025-10-13,601.45
460,435,7176,2025-02-07,5688.83
461,436,7176,2025-11-03,6385.0
462,437,7176,2024-10-19,3781.39
463,438,7179,2024-03-26,6940.28
464,439,7178,2025-12-27,5458.28
465,439,7177,2026-05-31,2084.71
466,440,7178,2026-02-15,1794.46
467,441,7177,2025-03-27,2205.64
468,442,7179,2025-06-11,2991.68
469,443,7178,2024-10-08,4439.85
470,444,7179,2024-04-30,6969.67
471,445,7177,2026-06-10,4294.16
472,446,7177,2024-05-16,7294.6
473,447,7179,2024-07-24,5951.61
474,447,7177,2024-01-18,6233.33
475,448,7176,2025-10-10,1850.58
476,449,7178,2024-02-22,3792.85
477,451,7179,2024-03-11,5747.31
478,451,7177,2026-04-29,6163.52
479,452,7178,2024-04-27,5725.95
480,453,7179,2024-10-20,4682.16
481,455,7177,2025-02-18,701.34
482,456,7176,2025-02-03,4464.12
483,457,7178,2026-04-29,2359.57
484,458,7177,2026-06-09,5807.83
485,459,7177,2024-10-07,3172.61
486,461,7177,2026-02-15,3114.25
487,462,7179,2025-03-01,7304.25
488,463,7179,2024-11-12,1625.09
489,464,7179,2025-12-14,2834.68
490,465,7176,2025-05-28,2215.08
491,467,7177,2024-05-13,1643.79
492,468,7176,2024-04-08,4546.19
493,469,7178,2024-10-29,1963.54
494,470,7178,2024-10-15,2196.55
495,471,7179,2024-04-25,3341.86
496,472,7178,2024-09-12,6359.54
497,473,7177,2026-05-11,3907.58
498,474,7178,2024-02-14,4816.15
499,475,7177,2024-07-27,2349.61
500,476,7176,2025-12-06,5846.16
501,477,7177,2025-10-07,3851.52
502,477,7179,2024-01-17,4252.35
503,478,7176,2025-07-13,1570.5
504,479,7176,2024-03-23,2878.7
505,480,7178,2025-05-02,2594.2
506,481,7176,2026-01-26,1458.38
507,482,7176,2024-05-15,1535.63
508,483,7179,2024-05-25,7399.88
509,484,7178,2024-06-26,5755.9
510,485,7177,2025-07-24,5841.37
511,485,7178,2025-12-11,1139.37
512,487,7179,2025-01-16,3941.63
513,488,7177,2025-06-18,4036.3
514,489,7177,2025-02-01,5493.82
515,490,7178,2024-04-10,5866.78
516,490,7176,2024-07-21,2462.01
517,491,7177,2025-02-12,2338.77
518,492,7179,2025-05-06,6838.94
519,493,7179,2024-04-12,560.32
520,494,7178,2024-07-26,2530.35
521,495,7176,2024-02-05,4113.07
522,496,7176,2026-04-07,6997.93
523,497,7177,2026-03-08,3521.74
524,498,7178,2024-03-03,5942.86
525,499,7176,2025-05-28,590.98
526,500,7176,2025-01-20,2268.76
527,501,7178,2025-03-17,3665.04
528,502,7178,2025-12-18,4862.8
529,502,7178,2025-02-15,2694.8
530,503,7177,2025-11-14,1773.32
531,504,7179,2025-03-07,2630.47
532,505,7177,2024-06-13,3515.71
533,506,7179,2024-01-06,5793.0
534,507,7176,2024-10-20,6557.9
535,508,7176,2024-09-23,6611.79
536,509,7179,2026-03-11,4760.16
537,510,7176,2025-02-13,675.05
538,511,7176,2024-01-20,4915.98
539,512,7176,2025-03-31,6064.93
540,513,7178,2025-07-05,3618.28
541,515,7178,2025-05-05,6650.74
542,516,7179,2025-03-22,7335.18
543,517,7176,2025-04-18,2829.75
544,517,7179,2025-08-16,3579.41
545,518,7177,2024-10-27,1269.42
546,519,7179,2024-12-29,3067.84
547,519,7176,2026-01-12,7314.23
548,520,7178,2024-03-04,1288.67
549,522,7178,2026-03-11,4774.3
550,523,7176,2025-04-16,7124.47
551,524,7176,2025-08-10,3111.09
552,525,7178,2024-06-13,875.01
553,525,7177,2025-09-12,6497.81
554,526,7179,2024-10-29,7494.14
555,527,7179,2026-06-26,3824.08
556,529,7179,2024-01-08,3518.27
557,531,7177,2024-02-27,2790.85
558,532,7177,2025-04-22,1967.15
559,533,7179,2025-05-06,6824.22
560,534,7176,2024-04-18,2931.16
561,535,7177,2025-04-20,2106.62
562,536,7179,2024-03-09,6542.64
563,537,7176,2024-10-07,7000.16
564,538,7178,2026-03-07,3107.67
565,539,7178,2026-06-02,1226.22
566,540,7179,2025-05-20,1176.49
567,541,7179,2025-09-30,5661.09
568,542,7176,2025-05-07,5396.67
569,543,7179,2025-11-07,5214.52
570,544,7177,2024-05-25,268.88
571,545,7179,2025-11-08,2127.32
572,546,7177,2024-03-10,3464.64
573,547,7176,2024-12-09,3470.0
574,548,7176,2025-05-28,4153.63
575,548,7178,2024-04-28,1259.94
576,549,7179,2025-07-21,1914.77
577,550,7176,2024-05-25,1938.35
578,551,7179,2024-10-26,6121.21
579,552,7179,2025-09-15,5579.81
580,553,7177,2025-09-11,5920.86
581,554,7179,2025-05-17,4601.49
582,555,7176,2024-06-01,1131.5
583,556,7177,2025-09-12,1735.52
584,557,7176,2026-04-09,5267.03
585,558,7176,2025-09-02,2404.58
586,559,7179,2024-11-23,2436.25
587,560,7177,2025-12-29,564.66
588,560,7177,2025-08-08,5486.78
589,561,7179,2025-10-20,7009.54
590,562,7178,2024-12-13,5615.83
591,563,7177,2024-01-17,6133.92
592,564,7177,2026-01-06,373.21
593,565,7179,2024-09-11,6408.03
594,566,7177,2025-01-19,5739.57
595,567,7177,2024-04-06,1668.42
596,567,7179,2026-03-03,3293.99
597,568,7177,2024-05-24,1623.26
598,569,7177,2025-08-09,516.62
599,570,7176,2024-06-12,839.73
600,571,7177,2024-02-06,4067.03
601,572,7178,2026-02-13,6405.11
602,573,7179,2025-06-20,493.39
603,575,7178,2025-12-02,2798.3
604,576,7179,2026-02-26,5325.74
605,577,7176,2025-11-22,3896.69
606,578,7177,2025-09-22,7163.5
607,580,7179,2025-05-11,3703.26
608,581,7177,2026-01-29,5875.86
609,582,7176,2025-01-07,2006.3
610,583,7177,2025-02-20,7399.62
611,584,7179,2025-01-05,1893.62
612,585,7178,2024-10-31,4898.3
613,586,7177,2025-07-30,6332.13
614,587,7179,2024-12-20,5379.67
615,587,7177,2025-01-15,5123.88
616,588,7177,2026-05-14,4444.84
617,589,7179,2025-07-17,518.79
618,590,7177,2024-05-02,4735.56
619,591,7178,2024-10-10,3262.09
620,592,7177,2024-05-29,4465.86
621,593,7179,2026-01-27,277.48
622,594,7177,2025-12-05,5242.34
623,595,7176,2026-01-10,6478.26
624,596,7179,2024-01-01,1846.86
625,597,7178,2024-10-05,2857.49
626,597,7176,2025-07-31,1709.46
627,598,7176,2026-04-03,6715.32
628,599,7177,2026-05-18,6215.31
629,599,7178,2025-05-10,5567.78
630,600,7176,2025-08-23,7069.19
631,601,7177,2026-05-08,7059.35
632,602,7178,2025-12-09,411.57
633,604,7179,2025-09-26,7068.78
634,604,7177,2024-11-01,6383.43
635,605,7178,2025-05-30,5911.46
636,606,7176,2025-02-09,763.54
637,607,7177,2025-01-16,3232.57
638,608,7178,2026-03-07,6922.93
639,608,7176,2024-03-27,3757.24
640,611,7178,2024-12-03,5864.97
641,611,7179,2025-10-06,214.67
642,612,7177,2025-04-02,6976.7
643,613,7179,2025-05-14,283.75
644,613,7176,2025-08-13,559.73
645,614,7176,2025-05-05,4622.61
646,615,7177,2024-10-04,3209.78
647,616,7178,2024-02-07,1126.45
648,617,7178,2026-03-27,7343.41
649,618,7176,2025-12-29,3163.67
650,619,7176,2025-07-11,6851.51
651,620,7179,2025-03-20,683.11
652,621,7179,2026-06-04,1609.0
653,622,7179,2026-05-22,1073.07
654,623,7177,2025-09-06,7056.11
655,624,7177,2025-07-24,3286.73
656,625,7177,2025-02-28,3680.87
657,626,7178,2025-10-12,2791.77
658,627,7179,2024-06-10,6472.45
659,628,7179,2025-08-06,5942.94
660,629,7178,2025-10-14,1605.15
661,630,7179,2025-12-09,5613.1
662,631,7178,2025-02-13,6231.06
663,632,7177,2025-11-16,192.26
664,632,7179,2025-09-28,5752.17
665,633,7179,2026-04-17,3791.58
666,634,7178,2026-06-01,474.02
667,635,7179,2025-02-09,1543.75
668,636,7178,2026-02-06,1150.81
669,636,7176,2025-10-10,6883.03
670,637,7179,2026-04-09,5598.82
671,639,7176,2026-04-28,643.4
672,640,7176,2024-12-05,6266.55
673,641,7177,2024-11-29,6069.89
674,642,7176,2025-02-07,4015.38
675,643,7178,2024-12-04,537.9
676,644,7177,2025-07-18,567.27
677,645,7176,2024-03-09,6441.14
678,646,7179,2024-01-03,3821.88
679,646,7179,2024-02-29,3244.18
680,648,7176,2026-01-07,5716.59
681,648,7178,2025-08-06,6963.56
682,649,7179,2025-11-07,1369.33
683,650,7176,2024-08-09,4271.85
684,650,7176,2024-09-27,1922.41
685,651,7177,2025-12-05,897.28
686,652,7178,2025-01-17,5040.99
687,653,7179,2025-09-07,382.24
688,654,7179,2025-07-16,2794.76
689,654,7179,2024-11-20,5981.72
690,655,7179,2025-07-14,3981.82
691,658,7176,2024-07-16,823.02
692,659,7178,2024-08-16,6068.78
693,659,7179,2025-11-06,3695.88
694,660,7176,2024-04-24,1198.29
695,661,7178,2025-06-15,6738.07
696,664,7176,2024-06-17,3229.51
697,665,7179,2026-01-24,1804.35
698,666,7179,2025-05-14,7022.01
699,667,7178,2024-10-02,5148.02
700,668,7176,2025-08-21,1337.47
701,669,7177,2026-05-13,5996.25
702,670,7178,2024-06-15,3454.0
703,671,7179,2024-09-04,259.48
704,672,7177,2024-01-23,7429.12
705,674,7179,2025-11-13,7201.08
706,675,7178,2026-01-14,2826.03
707,676,7176,2024-05-19,5422.43
708,676,7177,2024-10-18,839.8
709,677,7179,2024-08-02,1568.39
710,677,7176,2025-03-29,3497.73
711,678,7177,2025-11-08,1785.3
712,679,7179,2024-12-27,6360.95
713,680,7178,2024-03-01,2838.96
714,680,7179,2024-08-13,2669.75
715,681,7179,2024-07-17,4480.52
716,682,7177,2024-09-09,2677.14
717,683,7177,2024-05-21,4054.15
718,684,7176,2024-09-03,5636.89
719,685,7176,2024-12-17,6473.36
720,686,7179,2025-08-19,934.9
721,687,7176,2024-07-24,5341.76
722,689,7179,2025-10-12,6334.9
723,690,7177,2025-09-27,1759.39
724,691,7177,2025-10-25,4384.74
725,692,7176,2026-02-18,6023.4
726,694,7176,2026-01-05,4497.36
727,695,7179,2025-07-17,4159.47
728,696,7176,2024-02-12,1229.26
729,697,7177,2025-01-31,6628.01
730,698,7178,2024-03-15,4620.36
731,699,7176,2026-04-10,7136.17
732,700,7176,2026-06-23,2084.65
733,701,7177,2025-04-04,7498.93
734,702,7177,2025-02-08,2646.13
735,703,7178,2024-06-07,7440.46
736,704,7176,2026-04-26,7416.86
737,705,7176,2024-04-03,6966.3
738,706,7176,2024-01-17,1945.31
