reference_id,farmer_id,loan_id,visible_summary_status
492,5096,492,current
493,1964,493,overdue
494,3827,494,closed
495,1324,495,closed
496,481,496,current
497,1200,497,current
498,752,498,overdue
499,1954,499,closed
500,4624,500,current
501,247,501,current
502,817,502,closed
503,3561,503,current
504,4119,504,current
505,4780,505,current
506,1616,506,current
507,4296,507,current
508,5298,508,closed
509,1264,509,current
510,2894,510,closed
511,4347,511,overdue
512,2489,512,current
513,1171,513,closed
514,3055,514,overdue
515,2671,515,closed
516,2492,516,current
517,930,517,current
518,3040,518,current
519,3485,519,closed
520,469,520,closed
521,2077,521,current
522,1154,522,overdue
523,4061,523,closed
524,2472,524,current
525,549,525,overdue
526,3743,526,closed
527,130,527,current
528,3069,528,closed
529,4077,529,closed
530,1978,530,current
531,4291,531,current
532,670,532,closed
533,3837,533,closed
534,3632,534,closed
535,1802,535,closed
536,5557,536,overdue
537,4280,537,overdue
538,1288,538,closed
539,4735,539,closed
540,4363,540,current
541,974,541,current
542,2170,542,overdue
543,2657,543,overdue
544,1561,544,current
545,2785,545,current
546,1580,546,closed
547,2754,547,current
548,4477,548,closed
549,2954,549,overdue
550,2212,550,closed
551,1984,551,closed
552,3368,552,closed
553,4687,553,current
554,2392,554,closed
555,476,555,current
556,1621,556,current
557,2861,557,closed
558,1056,558,closed
559,1714,559,closed
560,564,560,current
561,5218,561,current
562,3510,562,current
563,3220,563,current
564,1826,564,current
565,532,565,current
566,4293,566,current
567,1814,567,current
568,1705,568,current
569,3823,569,overdue
570,4114,570,current
571,4484,571,closed
572,2611,572,closed
573,2066,573,current
574,3153,574,current
575,3119,575,current
576,1815,576,overdue
577,4920,577,closed
578,5545,578,current
579,4442,579,closed
580,4666,580,current
581,838,581,current
582,1060,582,closed
583,590,583,current
584,1545,584,current
585,957,585,closed
586,2928,586,current
587,3979,587,closed
588,22,588,closed
589,2583,589,closed
590,5482,590,overdue
591,4324,591,closed
592,105,592,current
593,2601,593,current
594,1774,594,closed
595,3790,595,current
596,3468,596,current
597,2873,597,current
598,2952,598,closed
599,3180,599,current
600,621,600,current
601,1453,601,current
602,4507,602,closed
603,1648,603,closed
604,5295,604,overdue
605,2936,605,current
606,3897,606,current
607,2481,607,current
608,4570,608,closed
609,1822,609,current
610,2430,610,current
611,178,611,closed
612,611,612,overdue
613,924,613,current
614,2289,614,current
615,1407,615,overdue
616,2570,616,closed
617,358,617,closed
618,1592,618,closed
619,635,619,closed
620,3408,620,closed
621,2307,621,closed
622,5077,622,closed
623,5267,623,closed
624,4597,624,current
625,3127,625,current
626,2422,626,current
627,3254,627,overdue
628,257,628,current
629,1672,629,closed
630,3482,630,current
631,614,631,current
632,5102,632,closed
633,4409,633,current
634,215,634,current
635,5007,635,current
636,1937,636,current
637,2770,637,closed
638,4180,638,current
639,4520,639,current
640,203,640,current
641,1083,641,closed
642,1608,642,closed
643,52,643,closed
644,2387,644,closed
645,240,645,closed
646,3101,646,overdue
647,2404,647,closed
648,5577,648,current
649,3104,649,closed
650,2552,650,closed
651,5434,651,current
652,5568,652,closed
653,2268,653,closed
654,1563,654,closed
655,1949,655,current
656,4278,656,closed
657,3663,657,closed
658,1585,658,overdue
659,520,659,closed
660,2059,660,current
661,5196,661,current
662,2449,662,closed
663,315,663,current
664,4040,664,overdue
665,5381,665,current
666,2610,666,overdue
667,2292,667,closed
668,3835,668,closed
669,3708,669,closed
670,4203,670,closed
671,835,671,closed
672,2280,672,current
673,3032,673,closed
674,2606,674,current
675,2691,675,overdue
676,3008,676,current
677,1700,677,current
678,3347,678,closed
679,4010,679,closed
680,2386,680,current
681,524,681,current
682,4814,682,current
683,3551,683,current
684,5221,684,closed
685,1345,685,current
686,126,686,current
687,3197,687,overdue
688,418,688,current
689,3964,689,current
690,1174,690,current
691,135,691,current
692,678,692,overdue
693,3038,693,current
694,1915,694,current
695,2177,695,current
696,5157,696,closed
697,1020,697,overdue
698,4489,698,closed
699,1850,699,current
700,1948,700,current
701,1735,701,closed
702,3883,702,current
703,653,703,closed
704,4544,704,closed
705,4862,705,closed
706,2085,706,current
707,1546,707,current
708,97,708,current
709,3148,709,closed
710,2635,710,overdue
711,2907,711,closed
712,2834,712,current
713,2474,713,closed
714,1597,714,current
715,3111,715,current
716,2669,716,closed
717,4062,717,current
718,5253,718,closed
719,149,719,current
720,4874,720,current
721,3674,721,closed
722,1150,722,overdue
723,341,723,overdue
724,872,724,current
725,4468,725,current
726,2933,726,closed
727,3673,727,current
728,5141,728,overdue
729,5371,729,current
730,5258,730,current
731,899,731,current
732,976,732,current
733,479,733,current
734,3668,734,overdue
735,5147,735,current
736,3606,736,overdue
737,2913,737,overdue
738,4676,738,current
739,3410,739,current
740,546,740,current
741,5418,741,current
742,2845,742,closed
743,597,743,current
744,793,744,current
745,1051,745,current
746,2759,746,current
747,5187,747,current
748,4234,748,current
749,3145,749,closed
750,5075,750,current
751,1106,751,closed
752,4407,752,closed
753,3936,753,closed
754,4878,754,closed
755,1151,755,closed
756,3638,756,current
757,2904,757,current
758,3325,758,current
759,936,759,current
760,4647,760,closed
761,3190,761,current
762,2955,762,overdue
763,5398,763,overdue
764,158,764,current
765,1740,765,current
766,1328,766,current
767,3049,767,overdue
768,2067,768,current
769,3591,769,current
770,1589,770,current
771,2571,771,overdue
772,2159,772,current
773,4871,773,closed
774,4232,774,current
775,1062,775,current
776,2174,776,current
777,5348,777,current
778,2723,778,current
779,21,779,overdue
780,2985,780,current
781,5310,781,current
782,4027,782,current
783,4267,783,current
784,5105,784,current
785,4957,785,overdue
786,1016,786,overdue
787,2397,787,current
788,3291,788,current
789,1622,789,overdue
790,1139,790,current
791,1341,791,overdue
792,1223,792,closed
793,4838,793,current
794,2144,794,current
795,3301,795,current
796,3432,796,current
797,363,797,closed
798,690,798,current
799,2925,799,current
800,3125,800,current
801,344,801,closed
802,1544,802,closed
803,2240,803,current
804,5019,804,current
805,4354,805,current
806,4103,806,overdue
807,5476,807,current
808,5521,808,closed
809,1717,809,current
810,894,810,overdue
811,23,811,current
812,259,812,current
813,123,813,current
814,1492,814,current
815,1416,815,current
816,1812,816,current
817,1654,817,current
818,657,818,current
819,2052,819,current
820,5372,820,current
821,4428,821,closed
822,2786,822,overdue
823,2437,823,closed
824,5307,824,closed
825,2662,825,current
826,3706,826,overdue
827,255,827,current
828,2987,828,current
829,4456,829,current
830,4003,830,current
831,3683,831,current
832,3963,832,current
833,2488,833,current
834,694,834,current
835,798,835,current
836,2844,836,closed
837,3971,837,current
838,1300,838,current
839,4829,839,closed
840,104,840,closed
841,311,841,current
842,1309,842,overdue
843,5587,843,current
844,3919,844,current
845,2073,845,closed
846,3881,846,current
847,3108,847,current
848,5280,848,current
849,326,849,current
850,4944,850,current
851,1678,851,closed
852,3039,852,closed
853,2647,853,closed
854,3281,854,overdue
855,329,855,current
856,4251,856,current
857,3530,857,current
858,2137,858,current
859,1909,859,closed
860,333,860,current
861,2005,861,current
862,5335,862,closed
863,5458,863,closed
864,37,864,current
865,1575,865,overdue
866,2599,866,current
867,990,867,current
868,1230,868,closed
869,1820,869,current
870,98,870,closed
871,1322,871,closed
872,3415,872,closed
873,3176,873,closed
874,1332,874,overdue
875,2621,875,current
876,3133,876,current
877,742,877,closed
878,331,878,current
879,2172,879,overdue
880,3872,880,current
881,3786,881,current
882,272,882,overdue
883,1214,883,current
884,1014,884,current
885,4167,885,overdue
886,3509,886,current
887,238,887,current
888,2729,888,closed
889,4501,889,current
890,5556,890,closed
891,2709,891,overdue
892,4734,892,current
893,5060,893,overdue
894,3699,894,current
895,106,895,current
896,2352,896,closed
897,3702,897,current
898,3905,898,current
899,1126,899,current
900,1394,900,current
901,514,901,closed
902,5416,902,current
903,5370,903,closed
904,4748,904,closed
905,3413,905,closed
906,1451,906,overdue
907,5533,907,closed
908,423,908,closed
909,3756,909,overdue
910,3847,910,closed
911,4447,911,current
912,1411,912,closed
913,5386,913,current
914,1118,914,current
915,2908,915,current
916,5199,916,current
917,2221,917,closed
918,5162,918,closed
919,1279,919,closed
920,4578,920,closed
921,2103,921,closed
922,935,922,current
923,620,923,current
924,2460,924,current
925,134,925,current
926,32,926,overdue
927,5495,927,closed
928,2976,928,overdue
929,2282,929,overdue
930,1470,930,closed
931,3473,931,closed
932,1723,932,closed
933,5358,933,closed
934,1195,934,current
935,1099,935,current
936,535,936,current
937,3151,937,current
938,3960,938,closed
939,3402,939,closed
940,4982,940,current
941,3028,941,closed
942,4983,942,current
943,889,943,overdue
944,1609,944,current
945,2787,945,current
946,3224,946,overdue
947,1958,947,closed
948,3749,948,closed
949,1342,949,current
950,2855,950,current
951,2756,951,closed
952,3488,952,closed
953,2339,953,current
954,2912,954,current
955,3691,955,current
956,3144,956,closed
957,869,957,closed
958,4870,958,closed
959,2593,959,closed
960,1086,960,current
961,488,961,closed
962,927,962,current
963,5122,963,closed
964,986,964,current
965,3965,965,closed
966,2711,966,current
967,2901,967,current
968,2097,968,current
969,2275,969,closed
970,2580,970,closed
971,313,971,current
972,4918,972,current
973,1849,973,closed
974,3659,974,current
975,1110,975,current
976,1522,976,current
977,2414,977,closed
978,3270,978,current
979,2687,979,current
980,2591,980,current
981,4888,981,current
982,3552,982,current
983,3930,983,current
984,4195,984,overdue
985,3214,985,closed
986,3828,986,overdue
987,2832,987,closed
988,4840,988,current
989,3099,989,closed
990,5388,990,closed
991,1379,991,closed
992,3602,992,current
993,5574,993,current
994,222,994,current
995,2020,995,overdue
996,3141,996,current
997,4831,997,closed
998,5168,998,closed
999,2378,999,overdue
1000,2072,1000,closed
1001,284,1001,current
1002,3522,1002,closed
1003,2791,1003,current
1004,4667,1004,current
1005,54,1005,current
1006,2507,1006,overdue
1007,3800,1007,closed
1008,2697,1008,current
1009,3140,1009,current
1010,1533,1010,closed
1011,5444,1011,current
1012,841,1012,current
1013,432,1013,current
1014,4759,1014,closed
1015,4200,1015,closed
1016,3775,1016,closed
1017,5497,1017,closed
1018,1381,1018,current
1019,1217,1019,current
1020,4397,1020,current
1021,2243,1021,current
1022,153,1022,current
1023,1257,1023,current
1024,2721,1024,current
1025,956,1025,current
1026,1918,1026,overdue
1027,2974,1027,current
1028,5121,1028,current
1029,419,1029,closed
1030,5035,1030,closed
1031,3671,1031,closed
1032,1377,1032,overdue
1033,1376,1033,closed
1034,2825,1034,closed
1035,25,1035,current
1036,225,1036,current
1037,884,1037,overdue
1038,287,1038,closed
1039,2009,1039,current
1040,1025,1040,closed
1041,1766,1041,closed
1042,1528,1042,closed
1043,3537,1043,current
1044,1427,1044,current
1045,229,1045,current
1046,3787,1046,current
1047,5328,1047,closed
1048,3233,1048,closed
1049,1555,1049,current
1050,3232,1050,current
1051,4465,1051,current
1052,1053,1052,closed
1053,1320,1053,closed
1054,3609,1054,current
1055,4192,1055,current
1056,416,1056,current
1057,1133,1057,closed
1058,745,1058,current
1059,5239,1059,current
1060,1113,1060,current
1061,4629,1061,overdue
1062,4679,1062,closed
1063,3442,1063,current
1064,2034,1064,closed
1065,3519,1065,overdue
1066,5176,1066,closed
1067,4753,1067,closed
1068,5238,1068,current
1069,4850,1069,current
1070,157,1070,current
1071,2321,1071,current
1072,1135,1072,closed
1073,2226,1073,current
1074,4746,1074,closed
1075,2775,1075,current
1076,4613,1076,overdue
1077,3187,1077,closed
1078,2019,1078,closed
1079,1947,1079,current
1080,5317,1080,closed
1081,3403,1081,overdue
1082,780,1082,current
1083,3572,1083,closed
1084,1063,1084,closed
1085,3874,1085,current
1086,1158,1086,current
1087,3046,1087,current
1088,1327,1088,closed
1089,144,1089,current
1090,4736,1090,closed
1091,5411,1091,closed
1092,3452,1092,current
1093,2438,1093,closed
1094,2454,1094,current
1095,2852,1095,current
1096,4835,1096,current
1097,4093,1097,current
1098,4663,1098,overdue
1099,4791,1099,current
1100,2447,1100,current
1101,2696,1101,current
1102,3850,1102,current
1103,3425,1103,current
1104,2441,1104,current
1105,4657,1105,current
1106,5532,1106,current
1107,5053,1107,current
1108,4809,1108,current
1109,3037,1109,closed
1110,2520,1110,current
1111,1992,1111,current
1112,1198,1112,current
1113,3555,1113,current
1114,82,1114,overdue
1115,5216,1115,current
1116,4826,1116,closed
1117,2905,1117,overdue
1118,4727,1118,current
1119,2196,1119,current
1120,917,1120,overdue
1121,2373,1121,current
1122,1075,1122,closed
1123,3086,1123,closed
1124,4303,1124,current
1125,16,1125,closed
1126,2869,1126,closed
1127,3527,1127,current
1128,3105,1128,current
1129,2771,1129,current
1130,844,1130,current
1131,3088,1131,current
1132,2769,1132,current
1133,246,1133,current
1134,1385,1134,current
1135,3962,1135,current
1136,4810,1136,current
1137,3949,1137,closed
1138,3637,1138,closed
1139,5260,1139,closed
1140,1346,1140,closed
1141,4795,1141,current
1142,3035,1142,current
1143,2484,1143,current
1144,3128,1144,current
1145,1881,1145,overdue
1146,266,1146,closed
1147,587,1147,closed
1148,3480,1148,current
1149,379,1149,current
1150,4752,1150,current
1151,2972,1151,closed
1152,1305,1152,current
1153,1507,1153,current
1154,4852,1154,closed
1155,4190,1155,current
1156,2000,1156,closed
1157,3436,1157,current
1158,356,1158,current
1159,4945,1159,closed
1160,776,1160,closed
1161,682,1161,closed
1162,743,1162,current
1163,1293,1163,current
1164,1618,1164,closed
1165,5251,1165,closed
1166,5164,1166,current
1167,2516,1167,current
1168,3131,1168,closed
1169,3041,1169,current
1170,2813,1170,current
1171,4565,1171,closed
1172,1487,1172,current
1173,1272,1173,current
1174,3658,1174,overdue
1175,4201,1175,current
1176,5143,1176,overdue
1177,5539,1177,current
1178,3812,1178,closed
1179,5580,1179,closed
1180,3241,1180,current
1181,4221,1181,current
1182,2508,1182,current
1183,4048,1183,overdue
1184,2878,1184,closed
1185,4223,1185,current
1186,50,1186,overdue
1187,4083,1187,current
1188,1273,1188,current
1189,777,1189,current
1190,4076,1190,current
1191,871,1191,current
1192,3416,1192,current
1193,5107,1193,current
1194,1742,1194,current
1195,1435,1195,current
1196,1619,1196,current
1197,3248,1197,current
1198,3599,1198,closed
1199,5264,1199,current
1200,309,1200,current
1201,4486,1201,closed
1202,2755,1202,closed
1203,931,1203,current
1204,4044,1204,closed
1205,1806,1205,closed
1206,4332,1206,current
1207,4227,1207,closed
1208,4923,1208,current
1209,1910,1209,current
1210,4742,1210,current
1211,3314,1211,current
1212,2670,1212,closed
1213,357,1213,closed
1214,1256,1214,current
1215,3677,1215,current
1216,4375,1216,overdue
1217,771,1217,closed
1218,4023,1218,current
1219,628,1219,overdue
1220,4394,1220,current
1221,2990,1221,closed
1222,2428,1222,current
1223,4193,1223,current
1224,4158,1224,overdue
1225,4698,1225,current
1226,5062,1226,current
1227,1865,1227,closed
1228,1931,1228,overdue
1229,4298,1229,closed
1230,467,1230,current
1231,1790,1231,current
1232,4937,1232,current
1233,993,1233,closed
1234,2335,1234,current
1235,345,1235,closed
1236,3428,1236,current
1237,3541,1237,overdue
1238,4355,1238,closed
1239,4426,1239,closed
1240,4057,1240,current
1241,2616,1241,current
1242,2666,1242,closed
1243,3058,1243,overdue
1244,4367,1244,closed
1245,1564,1245,closed
1246,4697,1246,current
1247,2742,1247,overdue
1248,5274,1248,closed
1249,4176,1249,closed
1250,3912,1250,current
1251,2294,1251,current
1252,895,1252,closed
1253,4635,1253,closed
1254,4352,1254,closed
1255,5443,1255,current
1256,5248,1256,current
1257,688,1257,current
1258,2970,1258,current
1259,2232,1259,overdue
1260,2853,1260,closed
1261,3639,1261,closed
1262,3607,1262,current
1263,2199,1263,closed
1264,577,1264,current
1265,4848,1265,closed
1266,452,1266,current
1267,4881,1267,current
1268,2191,1268,closed
1269,667,1269,closed
1270,2061,1270,current
1271,2998,1271,closed
1272,2651,1272,overdue
1273,2889,1273,current
1274,1593,1274,current
1275,4970,1275,closed
1276,4873,1276,closed
1277,5067,1277,current
1278,2106,1278,current
1279,1178,1279,closed
1280,1359,1280,overdue
1281,3182,1281,overdue
1282,3622,1282,current
1283,2993,1283,current
1284,2829,1284,current
1285,3578,1285,closed
1286,4323,1286,closed
1287,1165,1287,current
1288,943,1288,current
1289,1140,1289,closed
1290,4987,1290,current
1291,4720,1291,closed
1292,4253,1292,closed
1293,3382,1293,closed
1294,141,1294,closed
1295,3392,1295,closed
1296,4274,1296,current
1297,2971,1297,current
1298,2644,1298,closed
1299,140,1299,current
1300,3616,1300,current
1301,2561,1301,closed
1302,1278,1302,current
1303,4528,1303,current
1304,3047,1304,current
1305,998,1305,current
1306,3,1306,current
1307,4777,1307,current
1308,2228,1308,closed
1309,4652,1309,overdue
1310,3650,1310,current
1311,1287,1311,current
1312,2573,1312,current
1313,3080,1313,current
1314,1308,1314,closed
1315,3997,1315,closed
1316,3118,1316,closed
1317,2846,1317,current
1318,428,1318,current
1319,810,1319,overdue
1320,1514,1320,closed
1321,1167,1321,current
1322,1762,1322,overdue
1323,2605,1323,current
1324,1349,1324,current
1325,3462,1325,closed
1326,1861,1326,current
1327,4414,1327,current
1328,1874,1328,closed
1329,1703,1329,closed
1330,3065,1330,current
1331,1939,1331,current
1332,2341,1332,closed
1333,4380,1333,overdue
1334,41,1334,closed
1335,2800,1335,closed
1336,5312,1336,overdue
1337,712,1337,current
1338,3015,1338,current
1339,5119,1339,closed
1340,5095,1340,overdue
1341,258,1341,closed
1342,3831,1342,current
1343,1497,1343,closed
1344,382,1344,current
1345,775,1345,closed
1346,173,1346,current
1347,3729,1347,current
1348,3490,1348,closed
1349,3054,1349,current
1350,4349,1350,current
1351,2218,1351,current
1352,3778,1352,closed
1353,753,1353,overdue
1354,3189,1354,current
1355,4162,1355,current
1356,2738,1356,current
1357,1201,1357,current
1358,1746,1358,closed
1359,368,1359,closed
1360,3339,1360,current
1361,2408,1361,closed
1362,2348,1362,current
1363,71,1363,closed
1364,4457,1364,current
1365,2772,1365,closed
1366,1840,1366,current
1367,383,1367,current
1368,603,1368,closed
1369,2269,1369,closed
1370,2688,1370,current
1371,4606,1371,closed
1372,787,1372,overdue
1373,3843,1373,current
1374,4439,1374,current
1375,3330,1375,current
1376,1392,1376,current
1377,4743,1377,current
1378,2753,1378,current
1379,3235,1379,closed
1380,736,1380,closed
1381,116,1381,closed
1382,5150,1382,closed
1383,366,1383,closed
1384,2128,1384,current
1385,3703,1385,current
1386,4421,1386,current
1387,5037,1387,closed
1388,2794,1388,closed
1389,2854,1389,closed
1390,1640,1390,current
1391,4660,1391,current
1392,4592,1392,closed
1393,4959,1393,overdue
1394,1362,1394,closed
1395,3726,1395,overdue
1396,3893,1396,current
1397,1380,1397,closed
1398,663,1398,current
1399,1001,1399,closed
1400,3404,1400,closed
